,old_index,world_rank,institution,country,national_rank,quality_of_education,quality_of_faculty,year,city,totalRent_mean,totalRent_median,serviceCharge_mean,serviceCharge_median,baseRent_mean,baseRent_median,livingSpace_mean,livingSpace_median,noRooms_mean,noRooms_median,hasKitchen_percentage,cellar_percentage,lift_percantage,garden_percentage,telekomUploadSpeed_mean,telekomUploadSpeed_median,yearConstructed_mean,yearConstructed_median,petsAllowed_negotiable,petsAllowed_no,petsAllowed_yes,population_per_city
0,81,82,Ruprecht Karl University of Heidelberg,Germany,1,87,52,2012,Heidelberg,1348.4225407925408,1290.0,207.8471568627451,200.0,1148.408448275862,1100.0,84.97842911877395,85.0,2.8256704980842913,3.0,0.5938697318007663,0.6532567049808429,0.4501915708812261,0.1896551724137931,4.189317507418398,2.4,1978.1353383458647,1998.0,0.3302180685358255,0.6355140186915887,0.03426791277258567,160355.0
1,82,83,Ludwig Maximilian University of Munich,Germany,2,90,90,2012,München,1904.1664540420818,1650.0,193.62337471549762,180.0,1712.8980091853036,1490.0,92.77491014376997,75.0,2.542332268370607,2.5,0.6188099041533547,0.7032747603833865,0.5820686900958466,0.21645367412140576,31.210323791647113,40.0,1986.187410244136,1995.0,0.36435501257635644,0.595400646784046,0.04024434063959756,1471508.0
2,89,90,Technical University of Munich,Germany,3,52,101,2012,München,1904.1664540420818,1650.0,193.62337471549762,180.0,1712.8980091853036,1490.0,92.77491014376997,75.0,2.542332268370607,2.5,0.6188099041533547,0.7032747603833865,0.5820686900958466,0.21645367412140576,31.210323791647113,40.0,1986.187410244136,1995.0,0.36435501257635644,0.595400646784046,0.04024434063959756,1471508.0
3,166,67,Ludwig Maximilian University of Munich,Germany,1,62,92,2013,München,1904.1664540420818,1650.0,193.62337471549762,180.0,1712.8980091853036,1490.0,92.77491014376997,75.0,2.542332268370607,2.5,0.6188099041533547,0.7032747603833865,0.5820686900958466,0.21645367412140576,31.210323791647113,40.0,1986.187410244136,1995.0,0.36435501257635644,0.595400646784046,0.04024434063959756,1471508.0
4,178,79,Ruprecht Karl University of Heidelberg,Germany,2,73,55,2013,Heidelberg,1348.4225407925408,1290.0,207.8471568627451,200.0,1148.408448275862,1100.0,84.97842911877395,85.0,2.8256704980842913,3.0,0.5938697318007663,0.6532567049808429,0.4501915708812261,0.1896551724137931,4.189317507418398,2.4,1978.1353383458647,1998.0,0.3302180685358255,0.6355140186915887,0.03426791277258567,160355.0
5,281,82,Ludwig Maximilian University of Munich,Germany,1,43,91,2014,München,1904.1664540420818,1650.0,193.62337471549762,180.0,1712.8980091853036,1490.0,92.77491014376997,75.0,2.542332268370607,2.5,0.6188099041533547,0.7032747603833865,0.5820686900958466,0.21645367412140576,31.210323791647113,40.0,1986.187410244136,1995.0,0.36435501257635644,0.595400646784046,0.04024434063959756,1471508.0
6,288,89,Ruprecht Karl University of Heidelberg,Germany,2,57,58,2014,Heidelberg,1348.4225407925408,1290.0,207.8471568627451,200.0,1148.408448275862,1100.0,84.97842911877395,85.0,2.8256704980842913,3.0,0.5938697318007663,0.6532567049808429,0.4501915708812261,0.1896551724137931,4.189317507418398,2.4,1978.1353383458647,1998.0,0.3302180685358255,0.6355140186915887,0.03426791277258567,160355.0
7,297,98,University of Bonn,Germany,3,23,70,2014,Bonn,1114.7085727190604,1000.0,208.51654263565894,186.975,925.7716578349736,820.0,81.31289931869796,78.0,2.6010598031794094,3.0,0.47161241483724453,0.7153671461014383,0.3663890991672975,0.24526873580620742,29.11406384814495,40.0,1981.008226691042,1984.0,0.39775561097256856,0.5473815461346634,0.05486284289276808,327258.0
8,298,99,Technical University of Munich,Germany,4,38,173,2014,München,1904.1664540420818,1650.0,193.62337471549762,180.0,1712.8980091853036,1490.0,92.77491014376997,75.0,2.542332268370607,2.5,0.6188099041533547,0.7032747603833865,0.5820686900958466,0.21645367412140576,31.210323791647113,40.0,1986.187410244136,1995.0,0.36435501257635644,0.595400646784046,0.04024434063959756,1471508.0
9,334,135,Albert Ludwig University of Freiburg,Germany,5,137,187,2014,Freiburg,1490.4771028037383,1550.0,209.87333333333333,200.0,1268.9590987124461,1290.0,90.9798712446352,93.0,2.88412017167382,3.0,0.648068669527897,0.7167381974248928,0.47639484978540775,0.13733905579399142,28.257004830917875,40.0,1984.6627906976744,2010.5,0.2802547770700637,0.6560509554140127,0.06369426751592357,230241.0
10,356,157,Humboldt University of Berlin,Germany,6,275,110,2014,Berlin,1385.3417405582923,1124.0,199.04176482155148,164.95,1165.3114606957524,945.0,81.81784355179704,72.0,2.5655198923697866,2.0,0.5921583701710552,0.5370939842398617,0.4833749759753988,0.13943878531616374,32.195062826642946,40.0,1965.1920721523215,1978.0,0.7232399425287356,0.22431752873563218,0.05244252873563218,3644826.0
11,357,158,Free University of Berlin,Germany,7,94,119,2014,Berlin,1385.3417405582923,1124.0,199.04176482155148,164.95,1165.3114606957524,945.0,81.81784355179704,72.0,2.5655198923697866,2.0,0.5921583701710552,0.5370939842398617,0.4833749759753988,0.13943878531616374,32.195062826642946,40.0,1965.1920721523215,1978.0,0.7232399425287356,0.22431752873563218,0.05244252873563218,3644826.0
12,358,159,University of Tübingen,Germany,8,64,102,2014,Tübingen,1136.6813167259786,1058.0,185.67330097087378,170.0,956.9018633540373,853.0,84.88167701863354,84.0,3.0031055900621118,3.0,0.7701863354037267,0.6770186335403726,0.3198757763975155,0.2701863354037267,29.349285714285713,40.0,1990.3587786259543,1997.5,0.24107142857142858,0.71875,0.04017857142857143,90546.0
13,360,161,Goethe University Frankfurt,Germany,9,105,62,2014,Frankfurt am Main,1630.794441760601,1400.0,223.37731432678487,200.0,1443.9209660148974,1200.0,85.83210661080074,76.0,2.6040502793296088,2.5,0.734171322160149,0.5989292364990689,0.4979050279329609,0.15991620111731844,25.40901734104046,40.0,1978.4933498298794,1993.0,0.4388912221755565,0.505669886602268,0.05543889122217556,753056.0
14,368,169,University of Göttingen,Germany,10,39,172,2014,Göttingen,802.2083801652892,696.0,154.80946298984034,144.0,641.8165248226951,556.5,68.88982978723405,65.41,2.704255319148936,2.0,0.47092198581560285,0.45390070921985815,0.15460992907801419,0.20141843971631207,32.17713365539453,40.0,1973.4858870967741,1978.0,0.3424657534246575,0.6141552511415526,0.04337899543378995,119801.0
15,378,179,University of Hamburg,Germany,11,304,126,2014,Hamburg,1411.9191045655377,1233.0,204.97100054525626,180.0,1185.5500478850759,1014.0,83.58241553604682,76.0,2.709337589784517,3.0,0.7877094972067039,0.5812716147911678,0.39531790369779196,0.1601489757914339,34.15228589826143,40.0,1980.548754229468,1993.0,0.49489795918367346,0.4308390022675737,0.07426303854875284,1841179.0
16,398,199,University of Cologne,Germany,12,355,194,2014,Köln,1188.5054589371982,1000.0,188.08343156262117,160.0,978.9916279069766,825.0,74.24214839424143,69.0,2.3970099667774085,2.0,0.4407530454042082,0.6489479512735327,0.3576965669988926,0.1642672572905131,29.174564926372152,40.0,1978.1039553752535,1977.0,0.46454767726161367,0.5,0.035452322738386305,1085664.0
17,409,210,University of Münster,Germany,13,114,171,2014,Münster,1130.8834624697336,1035.0,181.06717017208413,170.0,902.2442857142858,815.9300000000001,83.2260989010989,76.0,2.600732600732601,3.0,0.39377289377289376,0.6446886446886447,0.3608058608058608,0.19230769230769232,33.538730853391684,40.0,1990.9354838709678,1997.0,0.27469135802469136,0.7037037037037037,0.021604938271604937,314319.0
18,412,213,University of Erlangen-Nuremberg,Germany,14,222,210,2014,Erlangen,958.9938535031847,912.0,148.55753581661892,140.0,804.521843575419,749.655,63.893044692737426,60.0,2.189944134078212,2.0,0.6256983240223464,0.39664804469273746,0.4301675977653631,0.18994413407821228,31.968354430379748,40.0,1982.8614864864865,1992.5,0.21693121693121692,0.6666666666666666,0.1164021164021164,111962.0
19,414,215,Karlsruhe Institute of Technology,Germany,15,343,122,2014,Karlsruhe,1031.3799482535576,990.0,166.79281914893616,150.0,862.1801515151515,815.5,84.23878787878787,84.0,2.8621212121212123,3.0,0.49595959595959593,0.6535353535353535,0.20707070707070707,0.18282828282828284,25.68208092485549,40.0,1976.1698113207547,1981.0,0.2812939521800281,0.69901547116737,0.01969057665260197,313092.0
20,422,223,Julius-Maximilian's University of Würzburg,Germany,16,100,164,2014,Würzburg,906.299109131403,870.0,128.75973434535106,130.0,762.5246014492753,737.5,72.21885869565217,70.0,2.4632246376811593,2.5,0.5615942028985508,0.5217391304347826,0.22644927536231885,0.16666666666666666,24.245922746781115,10.0,1982.3934426229507,1984.0,0.12718204488778054,0.8503740648379052,0.022443890274314215,127880.0
21,431,232,University of Kiel,Germany,17,180,192,2014,Kiel,762.5460503144654,682.0,119.85433874709977,100.0,614.1216780821917,520.0,66.65294520547945,63.0,2.446952054794521,2.0,0.6426940639269406,0.6815068493150684,0.2374429223744292,0.1187214611872146,26.14733009708738,40.0,1933.686121919585,1959.0,0.5853018372703412,0.3937007874015748,0.02099737532808399,247548.0
22,436,237,Dresden University of Technology,Germany,18,355,210,2014,Dresden,764.7129538316583,620.0,156.11367976398014,137.0,637.3105437383675,485.0,68.94087077904813,62.8,2.437104493485775,2.0,0.2759904280776389,0.6808029779314012,0.41691039617123105,0.2640255251262962,34.6834008097166,40.0,1964.8652460043872,1983.0,0.7023933402705516,0.20638224072147068,0.0912244190079778,555805.0
23,437,238,RWTH Aachen University,Germany,19,346,122,2014,Aachen,808.8371169432652,735.0,159.65929642857145,150.0,632.8351775043938,570.0,72.70910017574693,70.0,2.516520210896309,2.5,0.3117750439367311,0.6776801405975396,0.2583479789103691,0.22355008787346223,21.25245360824742,10.0,1974.546672828096,1974.0,0.4401732539252842,0.5311315646995127,0.028695181375203032,247380.0
24,448,249,Johannes Gutenberg University of Mainz,Germany,20,355,188,2014,Mainz,1103.950614152203,975.0,165.91597256857852,150.0,938.5605628742514,830.0,72.90135329341317,68.0,2.4005988023952094,2.0,0.6191616766467066,0.6131736526946108,0.43952095808383235,0.1844311377245509,26.10057142857143,40.0,1984.8,1988.0,0.3540856031128405,0.6167315175097277,0.029182879377431907,184997.0
25,450,251,University of Düsseldorf,Germany,21,168,210,2014,Düsseldorf,1271.1662097026604,1065.0,206.14065655172413,180.0,1065.1324171382375,880.0,83.10036378334681,76.0,2.605092966855295,2.5,0.42737806521153326,0.6914578280786849,0.40689841013203987,0.12206952303961197,26.03979375189566,40.0,1971.8996980878899,1969.0,0.5588768115942029,0.40307971014492755,0.03804347826086957,619294.0
26,481,282,University of Ulm,Germany,22,355,122,2014,Ulm,1143.2639896373057,1090.0,208.40557939914163,200.0,985.9526053639847,950.0,87.14325670498084,84.0,2.835632183908046,3.0,0.6053639846743295,0.6398467432950191,0.36398467432950193,0.1724137931034483,24.474999999999998,40.0,1966.0335195530727,1986.0,0.18243243243243243,0.7905405405405406,0.02702702702702703,126329.0
27,494,295,Hannover Medical School,Germany,23,355,210,2014,Hannover,954.3855152514426,828.5,168.33416696653472,150.0,785.1551967955415,670.0,81.80256704980843,75.0,2.840647857889237,3.0,0.4169278996865204,0.6704980842911877,0.23058167885754094,0.19679554162312782,32.66339741074931,40.0,1971.656010230179,1972.0,0.4719904648390942,0.48092967818831944,0.04707985697258641,538068.0
28,496,297,Technical University of Berlin,Germany,24,80,210,2014,Berlin,1385.3417405582923,1124.0,199.04176482155148,164.95,1165.3114606957524,945.0,81.81784355179704,72.0,2.5655198923697866,2.0,0.5921583701710552,0.5370939842398617,0.4833749759753988,0.13943878531616374,32.195062826642946,40.0,1965.1920721523215,1978.0,0.7232399425287356,0.22431752873563218,0.05244252873563218,3644826.0
29,498,299,Leipzig University,Germany,25,308,201,2014,Leipzig,743.1671332877648,588.0,148.1012234643889,131.0,575.3342948877805,433.0,72.47219326683292,64.4,2.586845386533666,2.0,0.24114713216957606,0.6203241895261845,0.3111596009975062,0.24576059850374066,33.154892375045605,40.0,1951.5210966860266,1964.0,0.754932502596054,0.11505711318795431,0.1300103842159917,542529.0
30,499,300,University of Stuttgart,Germany,26,78,210,2014,Stuttgart,1487.458775645268,1400.0,153.4101580796253,139.0,1373.7988087248323,1297.05,77.14412192393736,73.295,2.6112975391498883,2.5,0.6890380313199105,0.5727069351230425,0.26286353467561524,0.15324384787472037,27.82876797998749,40.0,1969.9306759098786,1972.0,0.2599667774086379,0.7068106312292359,0.03322259136212625,634830.0
31,502,303,University of Duisburg-Essen,Germany,27,355,210,2014,Duisburg,594.0763810518984,551.0,142.0330630372493,130.0,416.2734554230551,380.0,67.88982680295287,64.0,2.6465133446905167,3.0,0.07438955139125497,0.664679159568427,0.09483248154457695,0.1408290743895514,29.785765124555162,40.0,1955.1980431848854,1959.0,0.7589055240061952,0.17191533298915848,0.06917914300464637,498590.0
32,503,304,Ruhr University Bochum,Germany,28,355,210,2014,Bochum,694.5562687462508,602.82,214.16684903748734,122.0,512.804245142003,439.0,68.34881913303437,62.51,2.6865969108121575,2.5,0.17588440458395616,0.7563527653213752,0.14299950174389636,0.15396113602391628,31.68790623335109,40.0,1960.9329192546584,1960.0,0.6023278370514064,0.3433559650824442,0.05431619786614937,364628.0
33,526,327,Darmstadt University of Technology,Germany,29,55,210,2014,Darmstadt,1251.5074013921112,1165.0,193.47893569844788,176.0,1042.299140461216,966.54,81.16238993710692,78.0,2.709643605870021,3.0,0.5471698113207547,0.740041928721174,0.3920335429769392,0.18448637316561844,25.975897435897437,40.0,1982.484593837535,1982.0,0.4201954397394137,0.5407166123778502,0.03908794788273615,159207.0
34,537,338,University of Regensburg,Germany,30,355,210,2014,Regensburg,959.4221193092621,927.0,157.94578723404254,150.0,790.4193827160493,750.0,73.80661179698217,73.0,2.570644718792867,2.5,0.5912208504801097,0.6529492455418381,0.3278463648834019,0.2085048010973937,32.13513513513514,40.0,1985.8829365079366,1998.0,0.2841880341880342,0.688034188034188,0.027777777777777776,152610.0
35,542,343,University of Marburg,Germany,31,290,209,2014,Marburg Biedenkopf,772.3542723004695,710.0,136.8993523809524,125.0,598.1214721723518,525.0,63.341615798922795,60.0,2.35278276481149,2.0,0.6247755834829444,0.5583482944344704,0.25493716337522443,0.21723518850987433,33.295515695067266,40.0,1981.3052631578948,1984.5,0.3684210526315789,0.6070175438596491,0.02456140350877193,76851.0
36,557,358,University of Jena,Germany,32,355,210,2014,Jena,761.673115942029,627.52,130.3947435897436,101.0,626.3905095541401,500.0,63.713439490445865,56.0,2.328025477707006,2.0,0.40764331210191085,0.5286624203821656,0.35668789808917195,0.17834394904458598,38.605714285714285,40.0,1967.946153846154,1984.5,0.589041095890411,0.3835616438356164,0.0273972602739726,111407.0
37,559,360,Justus Liebig University Giessen,Germany,33,355,210,2014,Giessen,787.7593990755007,750.0,155.4423342939481,150.0,643.942255033557,600.0,70.48591946308726,71.0,2.408053691275168,2.0,0.5208053691275167,0.5181208053691275,0.22684563758389262,0.20536912751677852,34.34435857805255,40.0,1982.3379790940767,1990.0,0.4116161616161616,0.5631313131313131,0.025252525252525252,88546.0
38,581,382,Saarland University,Germany,34,355,210,2014,Saarbrücken,700.3140801457195,650.0,155.95838150289018,150.0,548.4490190735695,495.0,75.80632152588555,73.0,2.585149863760218,2.5,0.36648501362397823,0.5762942779291553,0.25885558583106266,0.16893732970027248,26.023780487804874,40.0,1968.7974452554745,1972.0,0.4302600472813239,0.49645390070921985,0.07328605200945626,180741.0
39,657,458,Technical University of Dortmund,Germany,35,355,210,2014,Dortmund,747.492969296541,652.0,137.58773468057365,121.0,571.0445616831367,480.0,70.55728721708638,66.0,2.664966528530443,3.0,0.2024226968441186,0.7462543831686325,0.20592923175007968,0.1291042397194772,29.852488687782806,40.0,1967.821226795803,1965.0,0.5794078061911171,0.35868102288021536,0.06191117092866756,587010.0
40,667,468,University of Konstanz,Germany,36,355,157,2014,Konstanz,1229.4105952380953,1100.0,190.9816425120773,200.0,1002.1401809954751,900.0,91.2960633484163,85.1,3.0778280542986427,3.0,0.6244343891402715,0.5701357466063348,0.25339366515837103,0.16289592760180996,16.439175257731957,10.0,1975.3045977011495,1992.0,0.30327868852459017,0.639344262295082,0.05737704918032787,84760.0
41,680,481,University of Rostock,Germany,37,352,210,2014,Rostock,724.2947579529737,588.0,132.8114578005115,118.0,562.7616959798995,416.0,64.75523869346733,60.9,2.5295226130653266,3.0,0.28266331658291455,0.6670854271356784,0.24874371859296482,0.12311557788944724,34.1710447761194,40.0,1977.654571843251,1981.0,0.7493670886075949,0.22531645569620254,0.02531645569620253,208886.0
42,690,491,Bielefeld University,Germany,38,355,210,2014,Bielefeld,825.8561566707466,740.8,160.45216368767638,149.0,649.2512850678734,572.27,76.78537556561086,72.0,2.632126696832579,3.0,0.3067873303167421,0.6941176470588235,0.25882352941176473,0.16923076923076924,21.118255578093304,10.0,1973.875273522976,1972.0,0.31076923076923074,0.6461538461538462,0.043076923076923075,333786.0
43,696,497,University of Hanover,Germany,39,355,210,2014,Hannover,954.3855152514426,828.5,168.33416696653472,150.0,785.1551967955415,670.0,81.80256704980843,75.0,2.840647857889237,3.0,0.4169278996865204,0.6704980842911877,0.23058167885754094,0.19679554162312782,32.66339741074931,40.0,1971.656010230179,1972.0,0.4719904648390942,0.48092967818831944,0.04707985697258641,538068.0
44,699,500,Otto-von-Guericke University Magdeburg,Germany,40,355,210,2014,Magdeburg,587.7914430046123,509.36,136.21498031903874,130.0,421.33155555555555,364.0,65.32713580246914,61.9,2.4601646090534977,2.0,0.22901234567901235,0.6154320987654321,0.2051440329218107,0.08004115226337448,34.52126024590164,40.0,1945.5008631319358,1937.0,0.8099902056807052,0.11557296767874632,0.07443682664054849,238697.0
45,707,508,Martin Luther University of Halle-Wittenberg,Germany,41,345,202,2014,Halle,552.0317191832619,472.0,110.6127677390921,92.0,394.8476823658269,329.89,62.42261993428259,57.89,2.6042716319824755,3.0,0.14698795180722893,0.608105147864184,0.23176341730558597,0.043373493975903614,22.72082680864391,40.0,1960.788450860633,1973.0,0.7518691588785047,0.054672897196261686,0.19345794392523363,239257.0
46,729,530,University of Potsdam,Germany,42,355,210,2014,Potsdam,1195.0864923747276,1026.0,194.21062630480168,170.0,957.9589139344263,814.6,84.7710450819672,73.0,2.580122950819672,2.0,0.6557377049180327,0.5368852459016393,0.5471311475409836,0.2459016393442623,34.241734417344176,40.0,1975.5220417633411,1998.0,0.8154981549815498,0.16974169741697417,0.014760147601476014,178089.0
47,735,536,University of Bayreuth,Germany,43,355,210,2014,Bayreuth,736.6679182156134,630.0,147.31496932515338,130.0,608.9624024024024,500.0,69.7906006006006,63.0,2.406906906906907,2.0,0.5675675675675675,0.5795795795795796,0.2882882882882883,0.1921921921921922,31.573626373626375,40.0,1978.0,1985.0,0.3961352657004831,0.5797101449275363,0.024154589371980676,74657.0
48,748,549,University of Bremen,Germany,44,355,210,2014,Bremen,870.8693986770896,762.17,164.988145661157,150.0,727.0988163884674,610.0,75.8858573596358,70.75,2.6368234699038946,3.0,0.5634800202326757,0.6444107233181589,0.33839150227617604,0.13050075872534142,31.663795110593714,40.0,1975.2790237467018,1974.0,0.5726915520628684,0.3889980353634578,0.03831041257367387,724909.0
49,833,634,Braunschweig University of Technology,Germany,45,207,210,2014,Braunschweig,900.3594209039547,764.9300000000001,162.8180117647059,150.0,740.5204416761043,600.0,80.99249150622876,73.0,2.77519818799547,3.0,0.4292185730464326,0.6874292185730464,0.2627406568516421,0.17327293318233294,31.91514360313316,40.0,1960.3997155049788,1962.0,0.45368620037807184,0.47448015122873344,0.07183364839319471,248292.0
50,905,706,Kaiserslautern University of Technology,Germany,46,355,210,2014,Kaiserslautern,616.4522471910112,566.0,127.34342549923196,110.0,492.3001558073654,440.5,65.52096317280454,62.0,2.305240793201133,2.0,0.41076487252124644,0.6444759206798867,0.16855524079320114,0.1048158640226629,24.241074856046065,40.0,1974.3058823529411,1975.0,0.46153846153846156,0.48717948717948717,0.05128205128205128,100030.0
51,918,719,University of Augsburg,Germany,47,355,210,2014,Augsburg,1003.1387309160305,940.0,164.0260418482999,150.0,833.8673960983884,770.0,76.0820695504665,72.0,2.556827820186599,2.5,0.549618320610687,0.724342663273961,0.4079728583545377,0.19168787107718405,32.195955510616784,40.0,1975.0791139240507,1985.0,0.35511713933415534,0.625154130702836,0.01972872996300863,295135.0
52,958,759,University of Lübeck,Germany,48,355,210,2014,Lübeck,798.6816403785489,700.0,146.7058309859155,130.0,656.6956830601093,569.0,69.62098360655737,63.035,2.4849726775956285,2.5,0.7486338797814208,0.5956284153005464,0.20218579234972678,0.16120218579234974,30.746666666666666,40.0,1958.8770764119602,1962.0,0.5948717948717949,0.37435897435897436,0.03076923076923077,217198.0
53,998,799,University of Hohenheim,Germany,49,355,210,2014,Stuttgart,1487.458775645268,1400.0,153.4101580796253,139.0,1373.7988087248323,1297.05,77.14412192393736,73.295,2.6112975391498883,2.5,0.6890380313199105,0.5727069351230425,0.26286353467561524,0.15324384787472037,27.82876797998749,40.0,1969.9306759098786,1972.0,0.2599667774086379,0.7068106312292359,0.03322259136212625,634830.0
54,1060,861,University of Greifswald,Germany,50,355,203,2014,Greifswald,653.2858333333332,537.5,141.09072948328267,136.32,502.53850746268654,400.0,64.89967164179104,60.4,2.5761194029850745,3.0,0.2835820895522388,0.3880597014925373,0.1701492537313433,0.07761194029850746,34.23169811320754,40.0,1982.8321167883212,1986.0,0.552,0.384,0.064,59382.0
55,1089,890,University of Siegen,Germany,51,355,210,2014,Siegen Wittgenstein,702.1580132450332,665.0,143.9052195945946,125.0,534.2129421487604,480.0,75.0434214876033,73.0,2.780826446280992,3.0,0.3090909090909091,0.6909090909090909,0.24793388429752067,0.2611570247933884,32.119639639639644,40.0,1970.882474226804,1973.0,0.4264705882352941,0.5514705882352942,0.022058823529411766,102836.0
